"","Start_time","Stop_time","Query","Query_complexity","Role","Sub_themes","Code","Query_counter","Transcript","Actor_pair"
"681","00:12:20.840","00:12:22.800","tyres","understand","Intermediary","Results Presentation + Information Request + Results Presentation + Results Presentation","B:Scanning document with modification + Query formulation for info found in document + Scanning document without modification + Interpretation",12,"OK I'll search that in a second, they this one company breaks it down into something called rubber crumb crumb yeah rubber crumb they sell it for seventeen cents per pound but I'll check I'll check rubber crumb uses, or crumb rubber or whatever it's called [long pause] OK so applications of crumb rubber are uhm they can use it for sport surfaces so like the they call it turf uhm for the automotive industry they're using it in bumpers, splash guards, fenders, floor mats uhm floor liners but it doesn't look like they use for other tyres at least not on this website","9"
"682","00:12:29.240","00:13:03.440","Turkey","analyze","Seeker","Information Request","A:Initial information request",1,"Have Turkish river control projects affected Iraqi water resources [long pause] so we're looking for if dams or irrigation schemes have affected uhm any of the Iraqi people","9"
"683","00:13:06.400","00:15:34.600","Turkey","analyze","Intermediary","Results Presentation + Discourse Management","B:Scanning document with modification + Asks to repeat",2,"The first result that came up was a PDF by uhm I think it's the Turkish government, gov dot TR uhm it says that there are water issues between Turkey, Syria and Iraq I'm just looking [long pause] OK the full PDF wasn't there but there is uhm a non-profit website here that says uhm... yes, so it's called Turkey's rivers dispute I'm just looking at it here [long pause] so so it says that Turkey doesn't have new water resources so they use almost all of their water so they've put a lot of money into it, they've made a lot of dams so just reading here and see what it says about Iraq was it?","9"
"684","00:15:34.756","00:16:08.360","Turkey","analyze","Seeker","Discourse Management + Information Request","A:Confirms + Intent clarification",3,"Yeah [long pause] since so the rivers start in Turkey then I'm wondering if the people of Iraq are affected by the control?","9"
"685","00:18:50.100","00:18:52.300","Turkey","analyze","Intermediary","Results Presentation","B:Scanning document with modification",4,"Yes so the rivers are crucial a crucial resource for Turkey because it is thirty-one percent of Turkey's water uhm... and... runoff from this and the springs in Turkey uhm are fifty-two percent of is that what it says fifty-two percent of Iraq's resource... I'm just reading one here [long pause] yes so apparently there's a few laws passed that, there's a water policy of good neighbourliness where Turkey has to supply or allow sufficient amount of water downstream for Syria and Iraq uhm but during periods of draught that's an issue Turkey claims that there would be less water without their installations uhm they call it the gap installation but I just want to see what that means [long pause] oh the gap is the hydraulic mission but [long pause] yes, so it looks like the gap installation is the hydraulic uhm hydraulics where did it go hydraulic mission affects the amount of water that gets to Syria and Iraq","9"
"686","00:00:04.166","00:00:05.880","cinnamon","remember","Seeker","Information Request","A:Initial information request",1,"Where does cinnamon come from?","10"
"687","00:00:07.460","00:00:08.620","cinnamon","remember","Intermediary","Discourse Management","B:Asks to repeat",2,"Sorry say that again","10"
"688","00:00:08.820","00:00:10.460","cinnamon","remember","Seeker","Discourse Management","A:Query repeat",3,"Where does cinnamon come from?","10"
"689","00:00:11.046","00:00:12.640","cinnamon","remember","Intermediary","Search Assistance","B:Requests spelling",4,"How do you spell cin","10"
"690","00:00:12.720","00:00:18.380","cinnamon","remember","Seeker","Information Request","A:Spells",5,"Uhm CINNACON","10"
"691","00:00:25.140","00:00:50.500","cinnamon","remember","Intermediary","Results Presentation","B:SERP Card",6,"Well the first result I get most of the world's Ceylon cinnamon so that is cinnamon that comes from Sri Lanka... and then we've got another type I think Cassia that's spelled CASSIA if that's the right pronunciation Cassia cinnamon which comes from Indonesia","10"
"692","00:00:50.780","00:00:51.820","cinnamon","remember","Seeker","Discourse Management","A:Asks to repeat",7,"Indonesia","10"
"693","00:01:01.520","00:01:02.760","cinnamon","remember","Intermediary","Results Presentation","B:SERP Card",8,"Yes, the rest, so the other types of cinnamon that comes from China Vietnam and Burma","10"
"694","00:01:05.493","00:01:08.620","Airport security","analyze","Seeker","Information Request","A:Initial information request",1,"New security measures at airports","10"
"695","00:01:09.270","00:01:13.580","Airport security","analyze","Intermediary","Information Request","B:Query refinement offer",2,"So new security measures at airport, which airport?","10"
"696","00:01:13.840","00:01:15.820","Airport security","analyze","Seeker","Information Request","A:Query embellishment",3,"Uhm just airports in general","10"
"697","00:01:29.340","00:01:37.260","Airport security","analyze","Intermediary","Information Request","B:Google query expansion suggestion",4,"Well it's come up with new security measures at airports, after September eleven one of those?","10"
"698","00:01:37.620","00:01:39.933","Airport security","analyze","Seeker","Information Request","A:Info about SERP overview",5,"Yeah, are they recent?","10"
"699","00:01:40.733","00:01:46.253","Airport security","analyze","Intermediary","Results Presentation","B:SERP with modification",6,"Yeah after September eleven, I guess anything after September maybe uhm","10"
"700","00:01:56.382","00:01:59.017","Airport security","analyze","Seeker","Information Request","A:Intent clarification",7,"And also uhm, how effective they are","10"
"701","00:02:01.608","00:03:25.400","Airport security","analyze","Intermediary","Results Presentation","B:Scanning document with modification",8,"OK, then uhm, I' have to change the search, I'll change the search and make it effective, security measures at airports [inaudible segment] uhm... let me just go for the very first, airport security measures aren't good enough, so uhm I think... how effective uhm... I think, airport security, I mean the it looks like some people are saying they're not good enough and uhm part of it may be because of the thing about suspicion and you know making people to become nervous and then later acting aggressive","10"
"702","00:03:27.680","00:03:35.160","Airport security","analyze","Seeker","Information Request","A:Information request within document",9,"Does it say like is it good for picking up stuff on the passengers and baggage and stuff","10"
"703","00:03:47.960","00:05:22.280","Airport security","analyze","Intermediary","Results Presentation + Search Assistance + Results Presentation","B:Scanning document with modification + Relevance judgement + Interpretation",10,"Well I mean first of all international airports are busy places well OK what it is saying then, maybe this site might not be the best site to give us uhm, well there is a study that shows that, there were two hundred and four fake passengers embedded with normal travelling passenger [inaudible segment] look uhm there's a catch me if you can I don't think that's relevant to what you are looking for, I think I need to take time to really do that search but well first of all we know it's not effective let me try another site, facts on airport security, let's use the American Civil Liberties Union article uhm, let's see what they are saying [inaudible segment] OK, so one body is suggesting that new security uhm proposals needs to be made and to stop using a false sense of security so I think to make it effective they must you know do away with the false sense of security so that seems to be","10"
"704","00:05:23.400","00:05:29.920","Airport security","analyze","Seeker","Grounding","A:Interpretation",11,"So the false sense of security would not be effective","10"
"705","00:05:31.130","00:05:31.500","Airport security","analyze","Intermediary","Discourse Management","B:Confirms",12,"Yeah","10"
"706","00:05:31.520","00:05:32.050","Airport security","analyze","Seeker","Discourse Management","A:Confirms",13,"OK","10"
"707","00:06:13.351","00:06:14.689","Airport security","analyze","Intermediary","Results Presentation + Results Presentation","B:Scanning document with modification + Interpretation",14,"And then the level of intrusion uhm is also something they kind of raise here, that is the degree to which proposed measure invades privacy, yeah and then I'm just reading what's on screen, security measures should be implemented in a non-discriminatory manner so travellers should not be subjected to intrusive searches or questioning based on race, ethnic origin or religion, so there seems to be some kind of discriminatory practices happening with airport security","10"
