Start.time,Stop.time,Query,Query.complexity,Role,Action,Transcript,Query.counter,File.name
04:29.9,04:31.5,Rome river,remember,B_Receiver,B:Scanning document with modification,It looks like they have wells that collect rainwater they also use water from the Tiber river but it is filtered and chlorinated although some of the water is contaminated with e-coli,6,10 - 15 June - 1pm - Synchronized Clip.txt
04:36.6,04:40.3,tyres,understand,A_User,A:Initial information request,Where do tyres go when they are being recycled?,1,10 - 15 June - 1pm - Synchronized Clip.txt
05:28.0,05:33.4,tyres,understand,B_Receiver,B:SERP with modification,OK well the first result is just a company,2,10 - 15 June - 1pm - Synchronized Clip.txt
05:34.4,05:43.1,tyres,understand,A_User,A:Intent clarification,Uhm maybe where what kind of uses like what does the tyre turn into if it is recycled?,3,10 - 15 June - 1pm - Synchronized Clip.txt
06:16.8,07:01.9,tyres,understand,B_Receiver,B:Scanning document with modification,"So there's a method called pyrolysis that recycles them uhm which heats it up, heats up the whole tyre a shreds it up uhm and then in a reactor containing oxygen and then it's it breaks the rubber down breaks the polymers down into smaller molecules and eventually breaks it down into something that's vaporised is that what you are looking for?",4,10 - 15 June - 1pm - Synchronized Clip.txt
07:03.2,07:31.6,tyres,understand,A_User,A:Information request,"What new uses are they being put to so when they are recycled do they get another life or do they just going to be broken down, so uhm search tyre arts or... rubber uses maybe?",5,10 - 15 June - 1pm - Synchronized Clip.txt
07:38.3,07:51.0,tyres,understand,B_Receiver,B:SERP with modification + Asks to repeat,Well there is lots of tyre art uhm... and actually it looks really good but what was the second,6,10 - 15 June - 1pm - Synchronized Clip.txt
07:51.0,08:04.3,tyres,understand,A_User,A:Intent clarification,Uhm any kind of like a new life that a tyre can be turned into instead of an actual tyre so uhm new uses that they're being put into after they're not useable for a car,7,10 - 15 June - 1pm - Synchronized Clip.txt
08:11.7,08:53.5,tyres,understand,B_Receiver,B:Scanning document without modification BUT with interpretation of photos,Now that I clicked that I just keep getting these lists of things you can do with the tyres but... uhm so this one this one website tells me you can turn it into a dog bed you can put things around it like artistic things you can make it into a lamp... put a subwoofer in the tyre,8,10 - 15 June - 1pm - Synchronized Clip.txt
08:54.2,09:08.8,tyres,understand,A_User,A:Information request,Uhm how much do local dealers get for recycled tyres... so if you're an auto like a mechanic who recycles them how much do they get for it where do they go,9,10 - 15 June - 1pm - Synchronized Clip.txt
10:00.2,10:16.0,tyres,understand,B_Receiver,B:Scanning document without modification + Interpretation,"There's one more website that says that tyre recycling is profitable, it calls the recycling granulating but I'm not, it doesn't explain to what granulating is uhm",10,10 - 15 June - 1pm - Synchronized Clip.txt
10:28.4,10:31.2,tyres,understand,A_User,A:Information request,Can they be made into new tyres?,11,10 - 15 June - 1pm - Synchronized Clip.txt
12:20.8,12:22.8,tyres,understand,B_Receiver,B:Scanning document with modification + Query formulation for info found in document + Scanning document without modification + Interpretation,"OK I'll search that in a second, they this one company breaks it down into something called rubber crumb crumb yeah rubber crumb they sell it for seventeen cents per pound but I'll check I'll check rubber crumb uses, or crumb rubber or whatever it's called [long pause] OK so applications of crumb rubber are uhm they can use it for sport surfaces so like the they call it turf uhm for the automotive industry they're using it in bumpers, splash guards, fenders, floor mats uhm floor liners but it doesn't look like they use for other tyres at least not on this website",12,10 - 15 June - 1pm - Synchronized Clip.txt
12:29.2,13:03.4,Turkey,analyze,A_User,A:Initial information request,Have Turkish river control projects affected Iraqi water resources [long pause] so we're looking for if dams or irrigation schemes have affected uhm any of the Iraqi people,1,10 - 15 June - 1pm - Synchronized Clip.txt
13:06.4,15:34.6,Turkey,analyze,B_Receiver,B:Scanning document with modification + Asks to repeat,"The first result that came up was a PDF by uhm I think it's the Turkish government, gov dot TR uhm it says that there are water issues between Turkey, Syria and Iraq I'm just looking [long pause] OK the full PDF wasn't there but there is uhm a non-profit website here that says uhm... yes, so it's called Turkey's rivers dispute I'm just looking at it here [long pause] so so it says that Turkey doesn't have new water resources so they use almost all of their water so they've put a lot of money into it, they've made a lot of dams so just reading here and see what it says about Iraq was it?",2,10 - 15 June - 1pm - Synchronized Clip.txt
15:34.8,16:08.4,Turkey,analyze,A_User,A:Confirms + Intent clarification,Yeah [long pause] since so the rivers start in Turkey then I'm wondering if the people of Iraq are affected by the control?,3,10 - 15 June - 1pm - Synchronized Clip.txt
18:50.1,18:52.3,Turkey,analyze,B_Receiver,B:Scanning document with modification,"Yes so the rivers are crucial a crucial resource for Turkey because it is thirty-one percent of Turkey's water uhm... and... runoff from this and the springs in Turkey uhm are fifty-two percent of is that what it says fifty-two percent of Iraq's resource... I'm just reading one here [long pause] yes so apparently there's a few laws passed that, there's a water policy of good neighbourliness where Turkey has to supply or allow sufficient amount of water downstream for Syria and Iraq uhm but during periods of draught that's an issue Turkey claims that there would be less water without their installations uhm they call it the gap installation but I just want to see what that means [long pause] oh the gap is the hydraulic mission but [long pause] yes, so it looks like the gap installation is the hydraulic uhm hydraulics where did it go hydraulic mission affects the amount of water that gets to Syria and Iraq",4,10 - 15 June - 1pm - Synchronized Clip.txt
00:04.2,00:05.9,cinnamon,remember,A_User,A:Initial information request,Where does cinnamon come from?,1,11 - 16 June - 10.30am - Synchronized Clip.txt
00:07.5,00:08.6,cinnamon,remember,B_Receiver,B:Asks to repeat,Sorry say that again,2,11 - 16 June - 10.30am - Synchronized Clip.txt
00:08.8,00:10.5,cinnamon,remember,A_User,A:Query repeat,Where does cinnamon come from?,3,11 - 16 June - 10.30am - Synchronized Clip.txt
00:11.0,00:12.6,cinnamon,remember,B_Receiver,B:Requests spelling,How do you spell cin,4,11 - 16 June - 10.30am - Synchronized Clip.txt
00:12.7,00:18.4,cinnamon,remember,A_User,A:Spells,Uhm CINNACON,5,11 - 16 June - 10.30am - Synchronized Clip.txt
00:25.1,00:50.5,cinnamon,remember,B_Receiver,B:SERP Card,Well the first result I get most of the world's Ceylon cinnamon so that is cinnamon that comes from Sri Lanka... and then we've got another type I think Cassia that's spelled CASSIA if that's the right pronunciation Cassia cinnamon which comes from Indonesia,6,11 - 16 June - 10.30am - Synchronized Clip.txt
00:50.8,00:51.8,cinnamon,remember,A_User,A:Asks to repeat,Indonesia,7,11 - 16 June - 10.30am - Synchronized Clip.txt
01:01.5,01:02.8,cinnamon,remember,B_Receiver,B:SERP Card,"Yes, the rest, so the other types of cinnamon that comes from China Vietnam and Burma",8,11 - 16 June - 10.30am - Synchronized Clip.txt
01:05.5,01:08.6,Airport security,analyze,A_User,A:Initial information request,New security measures at airports,1,11 - 16 June - 10.30am - Synchronized Clip.txt
01:09.3,01:13.6,Airport security,analyze,B_Receiver,B:Query refinement offer,"So new security measures at airport, which airport?",2,11 - 16 June - 10.30am - Synchronized Clip.txt
01:13.8,01:15.8,Airport security,analyze,A_User,A:Query embellishment,Uhm just airports in general,3,11 - 16 June - 10.30am - Synchronized Clip.txt
01:29.3,01:37.3,Airport security,analyze,B_Receiver,B:Google query expansion suggestion,"Well it's come up with new security measures at airports, after September eleven one of those?",4,11 - 16 June - 10.30am - Synchronized Clip.txt
01:37.6,01:39.9,Airport security,analyze,A_User,A:Info about SERP overview,"Yeah, are they recent?",5,11 - 16 June - 10.30am - Synchronized Clip.txt
01:40.7,01:46.3,Airport security,analyze,B_Receiver,B:SERP with modification,"Yeah after September eleven, I guess anything after September maybe uhm",6,11 - 16 June - 10.30am - Synchronized Clip.txt
01:56.4,01:59.0,Airport security,analyze,A_User,A:Intent clarification,"And also uhm, how effective they are",7,11 - 16 June - 10.30am - Synchronized Clip.txt
02:01.6,03:25.4,Airport security,analyze,B_Receiver,B:Scanning document with modification,"OK, then uhm, I' have to change the search, I'll change the search and make it effective, security measures at airports [inaudible segment] uhm... let me just go for the very first, airport security measures aren't good enough, so uhm I think... how effective uhm... I think, airport security, I mean the it looks like some people are saying they're not good enough and uhm part of it may be because of the thing about suspicion and you know making people to become nervous and then later acting aggressive",8,11 - 16 June - 10.30am - Synchronized Clip.txt
03:27.7,03:35.2,Airport security,analyze,A_User,A:Information request within document,Does it say like is it good for picking up stuff on the passengers and baggage and stuff,9,11 - 16 June - 10.30am - Synchronized Clip.txt
03:48.0,05:22.3,Airport security,analyze,B_Receiver,B:Scanning document with modification + Relevance judgement + Interpretation,"Well I mean first of all international airports are busy places well OK what it is saying then, maybe this site might not be the best site to give us uhm, well there is a study that shows that, there were two hundred and four fake passengers embedded with normal travelling passenger [inaudible segment] look uhm there's a catch me if you can I don't think that's relevant to what you are looking for, I think I need to take time to really do that search but well first of all we know it's not effective let me try another site, facts on airport security, let's use the American Civil Liberties Union article uhm, let's see what they are saying [inaudible segment] OK, so one body is suggesting that new security uhm proposals needs to be made and to stop using a false sense of security so I think to make it effective they must you know do away with the false sense of security so that seems to be",10,11 - 16 June - 10.30am - Synchronized Clip.txt
05:23.4,05:29.9,Airport security,analyze,A_User,A:Interpretation,So the false sense of security would not be effective,11,11 - 16 June - 10.30am - Synchronized Clip.txt
05:31.1,05:31.5,Airport security,analyze,B_Receiver,B:Confirms,Yeah,12,11 - 16 June - 10.30am - Synchronized Clip.txt
05:31.5,05:32.1,Airport security,analyze,A_User,A:Confirms,OK,13,11 - 16 June - 10.30am - Synchronized Clip.txt
06:13.4,06:14.7,Airport security,analyze,B_Receiver,B:Scanning document with modification + Interpretation,"And then the level of intrusion uhm is also something they kind of raise here, that is the degree to which proposed measure invades privacy, yeah and then I'm just reading what's on screen, security measures should be implemented in a non-discriminatory manner so travellers should not be subjected to intrusive searches or questioning based on race, ethnic origin or religion, so there seems to be some kind of discriminatory practices happening with airport security",14,11 - 16 June - 10.30am - Synchronized Clip.txt
06:17.8,06:21.1,outsource jobs India,understand,A_User,A:Initial information request,US jobs outsourced to India,1,11 - 16 June - 10.30am - Synchronized Clip.txt
06:23.5,06:25.1,outsource jobs India,understand,B_Receiver,B:Asks to repeat,Can you repeat that please?,2,11 - 16 June - 10.30am - Synchronized Clip.txt
06:25.1,06:30.3,outsource jobs India,understand,A_User,A:Query embellishment,US jobs that have been outsourced to India,3,11 - 16 June - 10.30am - Synchronized Clip.txt
06:30.9,06:38.2,outsource jobs India,understand,B_Receiver,B:Query refinement offer,"OK, so are you saying what kind of jobs, what kind of US jobs have been outsourced to India is that right?",4,11 - 16 June - 10.30am - Synchronized Clip.txt
06:38.1,06:38.4,outsource jobs India,understand,A_User,A:Confirms,Yeah,5,11 - 16 June - 10.30am - Synchronized Clip.txt
06:54.2,10:17.0,outsource jobs India,understand,B_Receiver,B:Google query expansion suggestion + Scanning document with modification,"What US jobs are being outsourced to India that's the suggestion let me uhm five five jobs being outsourced to India let's look up that one maybe it will give us a direct answer with the United States struggling, aah... hmmm I can see nursing yeah five jobs that are experiencing, OK let me, with the United States struggling to lower unemployment back to levels seen before the Great Recession, a growing proportion of the population is wondering whether it makes sense for companies to send, or at least create, new jobs overseas, so these are jobs that are going overseas. Here are five jobs that are experiencing this phenomenon, which is you know jobs moving to overseas so one is nursing and then the next one is call centres uhm... yes so and under nursing they're saying uhm... they are noting that it's it's it's difficult to outsource medical functions such as surgeries and rehabilitation. However there's plenty of paperwork so the paperwork aspect for nursing for instance is going overseas, so let's quickly look at the next one. The next is call centres so with call centre customer care call centre kind of work, they say the Philippines has become a popular location for it call centres uhm... links [inaudible segment]. Philippines has links to the US and because they're English they have a large English speaking population so major computer makers, hotels and banks are examples of industries that have make call centres work. The third one is research and development uhm so examples that are given are technology giant like Microsoft which has recently opened a hundred million research centre in Shanghai so an example of it is research and development job is Shanghai uhm, I can see the next one which will be the fourth one is manufacturing, so let's have a look at manufacturing uhm large manufacturing firms, example General Electric and Boeing Boeing, have outsourced key manufacturing capabilities overseas. Uhm until recently, China and other countries such as Vietnam offered huge differences OK in hourly wages so I think one incentive has been the hourly wage wage China Vietnam, it is taking advantage of so, the last on is business",6,11 - 16 June - 10.30am - Synchronized Clip.txt
